genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300062690_20.fna,3300062690_20,1917_0,0.050000000000000044,average,fastANI,1917
3300081965_52.fna,3300081965_52,1918_0,0.050000000000000044,average,fastANI,1918
3300057015_36.fna,3300057015_36,1919_1,0.050000000000000044,average,fastANI,1919
3300057042_63.fna,3300057042_63,1919_1,0.050000000000000044,average,fastANI,1919
3300045051_190.fna,3300045051_190,1920_0,0.050000000000000044,average,fastANI,1920
3300057016_42.fna,3300057016_42,1921_1,0.050000000000000044,average,fastANI,1921
3300057027_11.fna,3300057027_11,1921_1,0.050000000000000044,average,fastANI,1921
3300057013_84.fna,3300057013_84,1921_2,0.050000000000000044,average,fastANI,1921
3300057032_108.fna,3300057032_108,1922_0,0.050000000000000044,average,fastANI,1922
3300056867_22.fna,3300056867_22,1923_1,0.050000000000000044,average,fastANI,1923
3300056904_17.fna,3300056904_17,1923_1,0.050000000000000044,average,fastANI,1923
3300057035_2.fna,3300057035_2,1923_1,0.050000000000000044,average,fastANI,1923
3300057049_83.fna,3300057049_83,1923_1,0.050000000000000044,average,fastANI,1923
3300056884_51.fna,3300056884_51,1924_0,0.050000000000000044,average,fastANI,1924
3300054984_94.fna,3300054984_94,1925_0,0.050000000000000044,average,fastANI,1925
3300057030_7.fna,3300057030_7,1926_0,0.050000000000000044,average,fastANI,1926
3300054984_59.fna,3300054984_59,1927_0,0.050000000000000044,average,fastANI,1927
3300057055_30.fna,3300057055_30,1928_0,0.050000000000000044,average,fastANI,1928
3300017946_7.fna,3300017946_7,1929_1,0.050000000000000044,average,fastANI,1929
3300018021_13.fna,3300018021_13,1929_1,0.050000000000000044,average,fastANI,1929
3300018024_11.fna,3300018024_11,1929_1,0.050000000000000044,average,fastANI,1929
3300018033_8.fna,3300018033_8,1929_1,0.050000000000000044,average,fastANI,1929
3300018037_6.fna,3300018037_6,1929_1,0.050000000000000044,average,fastANI,1929
3300014155_16.fna,3300014155_16,1929_2,0.050000000000000044,average,fastANI,1929
3300018004_18.fna,3300018004_18,1929_2,0.050000000000000044,average,fastANI,1929
3300019082_12.fna,3300019082_12,1929_2,0.050000000000000044,average,fastANI,1929
3300038418_17.fna,3300038418_17,1929_2,0.050000000000000044,average,fastANI,1929
3300038424_17.fna,3300038424_17,1929_2,0.050000000000000044,average,fastANI,1929
3300038428_18.fna,3300038428_18,1929_2,0.050000000000000044,average,fastANI,1929
3300038429_18.fna,3300038429_18,1929_2,0.050000000000000044,average,fastANI,1929
3300044801_51.fna,3300044801_51,1929_2,0.050000000000000044,average,fastANI,1929
3300044824_10.fna,3300044824_10,1929_2,0.050000000000000044,average,fastANI,1929
3300033983_10.fna,3300033983_10,1930_0,0.050000000000000044,average,fastANI,1930
3300054967_57.fna,3300054967_57,1931_0,0.050000000000000044,average,fastANI,1931
3300056877_98.fna,3300056877_98,1932_1,0.050000000000000044,average,fastANI,1932
3300056879_133.fna,3300056879_133,1932_1,0.050000000000000044,average,fastANI,1932
3300056896_111.fna,3300056896_111,1932_1,0.050000000000000044,average,fastANI,1932
3300056917_41.fna,3300056917_41,1932_1,0.050000000000000044,average,fastANI,1932
3300057003_148.fna,3300057003_148,1932_1,0.050000000000000044,average,fastANI,1932
3300057004_10.fna,3300057004_10,1932_1,0.050000000000000044,average,fastANI,1932
3300057030_137.fna,3300057030_137,1932_1,0.050000000000000044,average,fastANI,1932
3300056889_79.fna,3300056889_79,1933_1,0.050000000000000044,average,fastANI,1933
3300057040_117.fna,3300057040_117,1933_1,0.050000000000000044,average,fastANI,1933
3300060291_127.fna,3300060291_127,1934_0,0.050000000000000044,average,fastANI,1934
3300060291_220.fna,3300060291_220,1935_0,0.050000000000000044,average,fastANI,1935
3300056903_103.fna,3300056903_103,1936_0,0.050000000000000044,average,fastANI,1936
3300056865_101.fna,3300056865_101,1937_0,0.050000000000000044,average,fastANI,1937
3300056751_284.fna,3300056751_284,1938_1,0.050000000000000044,average,fastANI,1938
3300056797_73.fna,3300056797_73,1938_1,0.050000000000000044,average,fastANI,1938
3300017946_5.fna,3300017946_5,1939_1,0.050000000000000044,average,fastANI,1939
3300018017_5.fna,3300018017_5,1939_1,0.050000000000000044,average,fastANI,1939
3300018037_5.fna,3300018037_5,1939_1,0.050000000000000044,average,fastANI,1939
3300014151_11.fna,3300014151_11,1940_1,0.050000000000000044,average,fastANI,1940
3300044904_13.fna,3300044904_13,1940_2,0.050000000000000044,average,fastANI,1940
3300044801_41.fna,3300044801_41,1940_3,0.050000000000000044,average,fastANI,1940
3300044824_51.fna,3300044824_51,1940_3,0.050000000000000044,average,fastANI,1940
3300018044_5.fna,3300018044_5,1940_4,0.050000000000000044,average,fastANI,1940
3300075492_12.fna,3300075492_12,1941_0,0.050000000000000044,average,fastANI,1941
3300055024_93.fna,3300055024_93,1942_0,0.050000000000000044,average,fastANI,1942
3300056895_25.fna,3300056895_25,1943_1,0.050000000000000044,average,fastANI,1943
3300056996_94.fna,3300056996_94,1943_1,0.050000000000000044,average,fastANI,1943
3300057035_24.fna,3300057035_24,1943_2,0.050000000000000044,average,fastANI,1943
3300056902_83.fna,3300056902_83,1944_1,0.050000000000000044,average,fastANI,1944
3300056905_38.fna,3300056905_38,1944_1,0.050000000000000044,average,fastANI,1944
3300057056_60.fna,3300057056_60,1944_1,0.050000000000000044,average,fastANI,1944
3300056973_123.fna,3300056973_123,1944_2,0.050000000000000044,average,fastANI,1944
3300057024_96.fna,3300057024_96,1945_0,0.050000000000000044,average,fastANI,1945
3300056887_127.fna,3300056887_127,1946_1,0.050000000000000044,average,fastANI,1946
3300060291_82.fna,3300060291_82,1946_1,0.050000000000000044,average,fastANI,1946
3300056901_42.fna,3300056901_42,1947_1,0.050000000000000044,average,fastANI,1947
3300057025_95.fna,3300057025_95,1947_1,0.050000000000000044,average,fastANI,1947
3300056973_122.fna,3300056973_122,1948_1,0.050000000000000044,average,fastANI,1948
3300057014_127.fna,3300057014_127,1948_1,0.050000000000000044,average,fastANI,1948
3300057035_121.fna,3300057035_121,1948_1,0.050000000000000044,average,fastANI,1948
3300057049_69.fna,3300057049_69,1949_0,0.050000000000000044,average,fastANI,1949
3300082211_156.fna,3300082211_156,1950_0,0.050000000000000044,average,fastANI,1950
3300056753_227.fna,3300056753_227,1951_1,0.050000000000000044,average,fastANI,1951
3300056798_57.fna,3300056798_57,1951_1,0.050000000000000044,average,fastANI,1951
3300056799_181.fna,3300056799_181,1951_1,0.050000000000000044,average,fastANI,1951
3300056809_264.fna,3300056809_264,1951_1,0.050000000000000044,average,fastANI,1951
3300063172_16.fna,3300063172_16,1951_1,0.050000000000000044,average,fastANI,1951
3300055024_71.fna,3300055024_71,1952_0,0.050000000000000044,average,fastANI,1952
3300082196_45.fna,3300082196_45,1953_0,0.050000000000000044,average,fastANI,1953
3300031949_25.fna,3300031949_25,1954_0,0.050000000000000044,average,fastANI,1954
3300082211_114.fna,3300082211_114,1955_0,0.050000000000000044,average,fastANI,1955
3300057025_159.fna,3300057025_159,1956_0,0.050000000000000044,average,fastANI,1956
3300060291_140.fna,3300060291_140,1957_0,0.050000000000000044,average,fastANI,1957
3300044800_108.fna,3300044800_108,1958_0,0.050000000000000044,average,fastANI,1958
3300056867_25.fna,3300056867_25,1959_1,0.050000000000000044,average,fastANI,1959
3300057031_115.fna,3300057031_115,1959_1,0.050000000000000044,average,fastANI,1959
3300057048_114.fna,3300057048_114,1959_1,0.050000000000000044,average,fastANI,1959
3300056973_79.fna,3300056973_79,1960_1,0.050000000000000044,average,fastANI,1960
3300056996_118.fna,3300056996_118,1960_1,0.050000000000000044,average,fastANI,1960
3300082266_19.fna,3300082266_19,1961_0,0.050000000000000044,average,fastANI,1961
3300056901_121.fna,3300056901_121,1962_0,0.050000000000000044,average,fastANI,1962
3300054967_82.fna,3300054967_82,1963_1,0.050000000000000044,average,fastANI,1963
3300054984_91.fna,3300054984_91,1963_1,0.050000000000000044,average,fastANI,1963
3300057050_81.fna,3300057050_81,1964_0,0.050000000000000044,average,fastANI,1964
3300056973_127.fna,3300056973_127,1965_1,0.050000000000000044,average,fastANI,1965
3300057035_168.fna,3300057035_168,1965_1,0.050000000000000044,average,fastANI,1965
3300056883_13.fna,3300056883_13,1966_1,0.050000000000000044,average,fastANI,1966
3300056885_155.fna,3300056885_155,1966_1,0.050000000000000044,average,fastANI,1966
3300057053_118.fna,3300057053_118,1966_1,0.050000000000000044,average,fastANI,1966
3300057055_72.fna,3300057055_72,1966_1,0.050000000000000044,average,fastANI,1966
3300057014_83.fna,3300057014_83,1966_2,0.050000000000000044,average,fastANI,1966
3300014151_12.fna,3300014151_12,1967_1,0.050000000000000044,average,fastANI,1967
3300014152_12.fna,3300014152_12,1967_1,0.050000000000000044,average,fastANI,1967
3300014153_10.fna,3300014153_10,1967_1,0.050000000000000044,average,fastANI,1967
3300014155_7.fna,3300014155_7,1967_1,0.050000000000000044,average,fastANI,1967
3300014638_10.fna,3300014638_10,1967_1,0.050000000000000044,average,fastANI,1967
3300017925_8.fna,3300017925_8,1967_1,0.050000000000000044,average,fastANI,1967
3300018003_6.fna,3300018003_6,1967_1,0.050000000000000044,average,fastANI,1967
3300018008_7.fna,3300018008_7,1967_1,0.050000000000000044,average,fastANI,1967
3300018009_7.fna,3300018009_7,1967_1,0.050000000000000044,average,fastANI,1967
3300018016_9.fna,3300018016_9,1967_1,0.050000000000000044,average,fastANI,1967
3300018022_9.fna,3300018022_9,1967_1,0.050000000000000044,average,fastANI,1967
3300018040_15.fna,3300018040_15,1967_1,0.050000000000000044,average,fastANI,1967
3300019082_6.fna,3300019082_6,1967_1,0.050000000000000044,average,fastANI,1967
3300038420_14.fna,3300038420_14,1967_1,0.050000000000000044,average,fastANI,1967
3300039309_10.fna,3300039309_10,1967_1,0.050000000000000044,average,fastANI,1967
3300039326_14.fna,3300039326_14,1967_1,0.050000000000000044,average,fastANI,1967
3300075492_70.fna,3300075492_70,1967_1,0.050000000000000044,average,fastANI,1967
3300017938_12.fna,3300017938_12,1968_1,0.050000000000000044,average,fastANI,1968
3300018020_7.fna,3300018020_7,1968_1,0.050000000000000044,average,fastANI,1968
3300018057_12.fna,3300018057_12,1968_1,0.050000000000000044,average,fastANI,1968
3300038415_18.fna,3300038415_18,1968_1,0.050000000000000044,average,fastANI,1968
3300038424_10.fna,3300038424_10,1968_1,0.050000000000000044,average,fastANI,1968
3300038427_11.fna,3300038427_11,1968_1,0.050000000000000044,average,fastANI,1968
3300038429_14.fna,3300038429_14,1968_1,0.050000000000000044,average,fastANI,1968
3300038450_8.fna,3300038450_8,1968_1,0.050000000000000044,average,fastANI,1968
3300044800_78.fna,3300044800_78,1968_1,0.050000000000000044,average,fastANI,1968
3300056899_99.fna,3300056899_99,1969_0,0.050000000000000044,average,fastANI,1969
3300054682_47.fna,3300054682_47,1970_1,0.050000000000000044,average,fastANI,1970
3300054985_48.fna,3300054985_48,1970_1,0.050000000000000044,average,fastANI,1970
3300037109_9.fna,3300037109_9,1971_1,0.050000000000000044,average,fastANI,1971
3300046505_47.fna,3300046505_47,1971_1,0.050000000000000044,average,fastANI,1971
3300060291_21.fna,3300060291_21,1972_0,0.050000000000000044,average,fastANI,1972
3300064482_86.fna,3300064482_86,1973_0,0.050000000000000044,average,fastANI,1973
3300082027_60.fna,3300082027_60,1974_0,0.050000000000000044,average,fastANI,1974
3300082030_7.fna,3300082030_7,1975_0,0.050000000000000044,average,fastANI,1975
3300057009_28.fna,3300057009_28,1976_0,0.050000000000000044,average,fastANI,1976
3300017946_9.fna,3300017946_9,1977_1,0.050000000000000044,average,fastANI,1977
3300018009_12.fna,3300018009_12,1977_1,0.050000000000000044,average,fastANI,1977
3300018025_19.fna,3300018025_19,1977_1,0.050000000000000044,average,fastANI,1977
3300018042_8.fna,3300018042_8,1977_1,0.050000000000000044,average,fastANI,1977
3300036894_12.fna,3300036894_12,1977_1,0.050000000000000044,average,fastANI,1977
3300078161_58.fna,3300078161_58,1978_0,0.050000000000000044,average,fastANI,1978
3300037076_33.fna,3300037076_33,1979_0,0.050000000000000044,average,fastANI,1979
3300072118_15.fna,3300072118_15,1980_0,0.050000000000000044,average,fastANI,1980
3300055072_48.fna,3300055072_48,1981_0,0.050000000000000044,average,fastANI,1981
3300072686_1.fna,3300072686_1,1982_0,0.050000000000000044,average,fastANI,1982
3300018023_10.fna,3300018023_10,1983_1,0.050000000000000044,average,fastANI,1983
3300037843_15.fna,3300037843_15,1983_1,0.050000000000000044,average,fastANI,1983
3300038418_13.fna,3300038418_13,1983_1,0.050000000000000044,average,fastANI,1983
3300038423_13.fna,3300038423_13,1983_1,0.050000000000000044,average,fastANI,1983
3300038424_13.fna,3300038424_13,1983_1,0.050000000000000044,average,fastANI,1983
3300038450_10.fna,3300038450_10,1983_1,0.050000000000000044,average,fastANI,1983
3300037993_17.fna,3300037993_17,1984_0,0.050000000000000044,average,fastANI,1984
3300056887_108.fna,3300056887_108,1985_1,0.050000000000000044,average,fastANI,1985
3300060291_218.fna,3300060291_218,1985_1,0.050000000000000044,average,fastANI,1985
3300057025_59.fna,3300057025_59,1986_0,0.050000000000000044,average,fastANI,1986
3300056884_104.fna,3300056884_104,1987_1,0.050000000000000044,average,fastANI,1987
3300056901_161.fna,3300056901_161,1987_1,0.050000000000000044,average,fastANI,1987
3300057025_54.fna,3300057025_54,1987_1,0.050000000000000044,average,fastANI,1987
3300056867_72.fna,3300056867_72,1987_2,0.050000000000000044,average,fastANI,1987
3300056905_126.fna,3300056905_126,1987_2,0.050000000000000044,average,fastANI,1987
3300056973_65.fna,3300056973_65,1987_2,0.050000000000000044,average,fastANI,1987
3300057014_53.fna,3300057014_53,1987_2,0.050000000000000044,average,fastANI,1987
3300057024_8.fna,3300057024_8,1987_2,0.050000000000000044,average,fastANI,1987
3300057035_59.fna,3300057035_59,1987_2,0.050000000000000044,average,fastANI,1987
3300057048_15.fna,3300057048_15,1987_2,0.050000000000000044,average,fastANI,1987
3300057056_125.fna,3300057056_125,1987_2,0.050000000000000044,average,fastANI,1987
3300044798_30.fna,3300044798_30,1988_0,0.050000000000000044,average,fastANI,1988
3300057029_36.fna,3300057029_36,1989_0,0.050000000000000044,average,fastANI,1989
3300018064_7.fna,3300018064_7,1990_0,0.050000000000000044,average,fastANI,1990
3300056970_43.fna,3300056970_43,1991_0,0.050000000000000044,average,fastANI,1991
3300064109_12.fna,3300064109_12,1992_0,0.050000000000000044,average,fastANI,1992
3300081968_5.fna,3300081968_5,1993_0,0.050000000000000044,average,fastANI,1993
3300082211_135.fna,3300082211_135,1994_0,0.050000000000000044,average,fastANI,1994
3300081823_32.fna,3300081823_32,1995_0,0.050000000000000044,average,fastANI,1995
3300017925_12.fna,3300017925_12,1996_1,0.050000000000000044,average,fastANI,1996
3300017935_10.fna,3300017935_10,1996_1,0.050000000000000044,average,fastANI,1996
3300017996_11.fna,3300017996_11,1996_1,0.050000000000000044,average,fastANI,1996
3300018002_12.fna,3300018002_12,1996_1,0.050000000000000044,average,fastANI,1996
3300018008_10.fna,3300018008_10,1996_1,0.050000000000000044,average,fastANI,1996
3300018014_10.fna,3300018014_10,1996_1,0.050000000000000044,average,fastANI,1996
3300018016_11.fna,3300018016_11,1996_1,0.050000000000000044,average,fastANI,1996
3300018017_8.fna,3300018017_8,1996_1,0.050000000000000044,average,fastANI,1996
3300018019_13.fna,3300018019_13,1996_1,0.050000000000000044,average,fastANI,1996
3300018022_12.fna,3300018022_12,1996_1,0.050000000000000044,average,fastANI,1996
3300019082_11.fna,3300019082_11,1996_1,0.050000000000000044,average,fastANI,1996
3300037993_24.fna,3300037993_24,1996_1,0.050000000000000044,average,fastANI,1996
3300038420_18.fna,3300038420_18,1996_1,0.050000000000000044,average,fastANI,1996
3300038423_20.fna,3300038423_20,1996_1,0.050000000000000044,average,fastANI,1996
3300038428_19.fna,3300038428_19,1996_1,0.050000000000000044,average,fastANI,1996
3300039309_9.fna,3300039309_9,1996_1,0.050000000000000044,average,fastANI,1996
3300039326_12.fna,3300039326_12,1996_1,0.050000000000000044,average,fastANI,1996
3300044801_22.fna,3300044801_22,1996_1,0.050000000000000044,average,fastANI,1996
3300050028_23.fna,3300050028_23,1996_1,0.050000000000000044,average,fastANI,1996
3300050032_47.fna,3300050032_47,1996_1,0.050000000000000044,average,fastANI,1996
3300044800_95.fna,3300044800_95,1996_2,0.050000000000000044,average,fastANI,1996
3300044824_17.fna,3300044824_17,1997_0,0.050000000000000044,average,fastANI,1997
3300050021_68.fna,3300050021_68,1998_0,0.050000000000000044,average,fastANI,1998
3300075321_25.fna,3300075321_25,1999_0,0.050000000000000044,average,fastANI,1999
3300018035_6.fna,3300018035_6,2000_1,0.050000000000000044,average,fastANI,2000
3300018043_8.fna,3300018043_8,2000_1,0.050000000000000044,average,fastANI,2000
3300018044_7.fna,3300018044_7,2000_1,0.050000000000000044,average,fastANI,2000
3300018046_10.fna,3300018046_10,2000_1,0.050000000000000044,average,fastANI,2000
