"genome","completeness","contamination"
"3300051104_13.fna",80.04,2.2
"3300051158_39.fna",97.44,2.67
"3300051158_35.fna",94.87,5.3
"3300051158_36.fna",81.12,2.2
"3300051158_31.fna",96.72,1.72
"3300051158_2.fna",86.54,3.42
"3300051166_1.fna",83.06,2.16
"3300051166_6.fna",95.73,0.8
"3300051166_4.fna",91.59,3.45
"3300051166_2.fna",94.18,4.31
"3300051166_7.fna",98.64,2.04
"3300051175_13.fna",93.33,2.12
"3300051176_8.fna",96.7,1.1
"3300051178_1.fna",86.74,3.47
"3300051179_3.fna",95.73,2.81
"3300051182_3.fna",70.76,8.64
"3300051182_9.fna",83.52,1.14
"3300051184_8.fna",77.08,5.13
"3300051184_4.fna",75.9,5.13
"3300051184_17.fna",88.67,7.44
"3300051187_4.fna",72.44,0.99
"3300051187_7.fna",99.15,3.7
"3300051188_15.fna",97.05,1.71
"3300051188_24.fna",93.7,0
"3300051188_16.fna",82.15,3.98
"3300051189_8.fna",87.34,8.55
"3300051189_29.fna",98.9,2.9
"3300051189_3.fna",74.66,5.41
"3300051189_31.fna",80.46,5.13
"3300051190_1.fna",97.22,1.76
"3300051191_2.fna",74.42,0
"3300051192_20.fna",82.6,3.76
"3300051192_6.fna",94.14,1.28
"3300051192_16.fna",78.12,0.34
"3300051192_27.fna",81.36,2.56
"3300051192_3.fna",79.03,9.05
"3300051192_5.fna",92.04,0.73
"3300051192_24.fna",85.38,5.13
"3300051192_22.fna",83.79,4.27
"3300051193_14.fna",82.85,4.44
"3300051193_6.fna",94.87,1.71
"3300051193_12.fna",91.24,2.56
"3300051193_11.fna",92.82,7.74
"3300051194_22.fna",96.15,1.71
"3300051194_11.fna",73.72,1.62
"3300051194_17.fna",90.08,0.85
"3300051194_30.fna",91.67,4.44
"3300051194_20.fna",81.41,2.56
"3300051194_15.fna",88.68,1.91
"3300051194_27.fna",71.99,1.01
"3300051194_10.fna",78.92,3.29
"3300051195_13.fna",90.68,3.64
"3300051195_16.fna",89.7,2.74
"3300051195_19.fna",98.24,1.88
"3300051196_5.fna",79.7,2.02
"3300051196_58.fna",77.07,2.37
"3300051196_41.fna",98.77,1.23
"3300051196_51.fna",85.34,3.4
"3300051196_77.fna",88.52,0.26
"3300051196_31.fna",91.69,3.08
"3300051196_63.fna",91.32,5.15
"3300051196_92.fna",92.07,2.25
"3300051196_66.fna",89.66,1.12
"3300051196_26.fna",87.58,0.65
"3300051196_86.fna",70.18,1.75
"3300051196_68.fna",85.66,9.81
"3300051196_72.fna",92.7,8.46
"3300051196_79.fna",84.11,1.87
"3300051196_60.fna",80.84,4.67
"3300051196_10.fna",77.59,0
"3300051196_59.fna",75.6,0
"3300051196_17.fna",97.24,1.42
"3300051196_2.fna",72.53,6.84
"3300051196_12.fna",98.72,2.24
"3300051196_88.fna",70.48,1.29
"3300051196_16.fna",99.07,5.14
"3300051200_68.fna",91.45,1.28
"3300051200_65.fna",84.39,0.97
"3300051200_62.fna",98.9,5.49
"3300051200_76.fna",94.02,1.71
"3300051200_29.fna",79.49,0.85
"3300051200_69.fna",98.15,0
"3300051200_75.fna",87.18,0
"3300051200_3.fna",70.88,2.2
"3300051200_71.fna",97.2,0.23
"3300051200_34.fna",86.12,3.61
"3300051200_81.fna",80.51,4.27
"3300051200_77.fna",95.69,0.86
"3300051200_46.fna",90.95,3.56
"3300051200_64.fna",72.41,2.59
"3300051200_73.fna",87.13,1.9
"3300051200_27.fna",78.61,3.77
"3300051200_36.fna",97.44,0.85
"3300051200_25.fna",99.5,0.91
"3300051200_23.fna",84.28,2.31
"3300051200_63.fna",92.27,3.64
"3300051200_41.fna",92.77,2.14
"3300051200_13.fna",95,2.73
"3300051200_16.fna",96.58,2.99
"3300051200_24.fna",85.4,5.24
"3300051200_33.fna",94.44,0.93
"3300051200_60.fna",85.84,5.16
"3300051200_9.fna",95.37,0.93
"3300051200_14.fna",81.72,2.16
"3300051200_72.fna",99.15,1.28
"3300051200_53.fna",92.31,0.43
"3300051200_48.fna",70.34,0
"3300051200_55.fna",95.73,0
"3300051200_51.fna",96.58,1.18
"3300051200_82.fna",93.58,0
"3300051201_69.fna",94.44,1.11
"3300051201_66.fna",94.68,2.14
"3300051201_33.fna",97.44,2.14
"3300051201_73.fna",98.29,3.56
"3300051201_58.fna",95.73,0
"3300051201_32.fna",70.68,0
"3300051201_27.fna",76.45,4.13
"3300051201_72.fna",98.9,3.3
"3300051201_29.fna",90.76,0.99
"3300051201_63.fna",87.28,2.15
"3300051201_17.fna",95.78,2.76
"3300051201_64.fna",75.95,3.05
"3300051201_16.fna",85.04,4.27
"3300051201_31.fna",97.43,1.4
"3300051201_54.fna",93.16,2.99
"3300051201_62.fna",90.95,0.86
"3300051201_1.fna",98.9,3.48
"3300051201_76.fna",91.2,3.23
"3300051201_50.fna",94.95,0
"3300051201_19.fna",89.73,9.72
"3300051201_14.fna",95.63,5.49
"3300051201_13.fna",83.97,5.14
"3300051201_77.fna",77.39,5.48
"3300051201_34.fna",97.44,8.21
"3300051201_61.fna",84.48,0.87
"3300051201_40.fna",75.69,0
"3300051201_46.fna",97.87,5.27
"3300051202_12.fna",96.58,3.42
"3300051202_10.fna",96.58,6.1
"3300051202_15.fna",93.06,2.01
"3300051202_17.fna",70,1.94
"3300051203_5.fna",71.86,0
"3300051203_18.fna",95.73,1.71
"3300051204_44.fna",96.34,1.79
"3300051204_53.fna",72.67,4.7
"3300051204_57.fna",100,2.61
"3300051204_58.fna",98.11,0.8
"3300051204_61.fna",97.86,1.71
"3300051204_73.fna",72.74,1.73
"3300051204_25.fna",88.44,9.51
"3300051204_36.fna",94.51,4.14
"3300051204_68.fna",77.2,1.05
"3300051204_9.fna",95.44,5.72
"3300051204_52.fna",83.19,3.05
"3300051204_47.fna",99.74,1.04
"3300051204_3.fna",78.85,4.27
"3300051204_32.fna",80.26,2.58
"3300051204_24.fna",79.75,2.85
"3300051204_14.fna",96.93,0.17
"3300051204_26.fna",83.41,6.7
"3300051238_203.fna",97.7,0
"3300051238_204.fna",96.03,7.81
"3300051238_124.fna",70.09,0
"3300051238_118.fna",70.33,3.51
"3300051238_199.fna",96.7,5.2
"3300051238_116.fna",94.87,2.56
"3300051238_26.fna",100,0.49
"3300051238_44.fna",95.21,8.42
"3300051238_111.fna",96.58,1.71
"3300051238_50.fna",73.2,4.32
"3300051238_35.fna",94.26,1.76
"3300051238_140.fna",74.52,0
"3300051238_202.fna",94.06,5.35
"3300051238_201.fna",72.41,0
"3300051238_48.fna",99.15,5.13
"3300051238_12.fna",89.77,6.71
"3300051238_43.fna",99.35,2.52
"3300051238_129.fna",99.68,2.5
"3300051238_103.fna",96.21,6.4
"3300051238_14.fna",93.98,5.14
"3300051238_11.fna",75.82,4.48
"3300051238_32.fna",84.24,3.02
"3300051238_79.fna",96.77,5.45
"3300051238_143.fna",94.59,1.32
"3300051238_144.fna",97.95,6.32
"3300051238_197.fna",79.25,0
"3300051238_119.fna",96.58,1.71
"3300051238_6.fna",84.81,3.08
"3300051238_58.fna",94.87,8.97
"3300051238_163.fna",84.43,0
"3300051238_89.fna",93.68,1.38
"3300051238_179.fna",97.52,2.5
"3300051238_138.fna",94.98,1.75
"3300051238_191.fna",90.66,0.86
"3300051238_141.fna",95.4,1.72
"3300051238_139.fna",86.32,1.71
"3300051238_16.fna",94.63,1.03
"3300051238_193.fna",100,3.38
"3300051238_69.fna",90.64,3.43
"3300051238_166.fna",76.52,0.47
"3300051238_86.fna",99.19,1.08
"3300051238_108.fna",88.99,1.83
"3300051238_161.fna",99.32,1.69
"3300051238_95.fna",93.73,1.76
"3300051238_102.fna",98.77,3.6
"3300051238_51.fna",89.38,0
"3300051238_189.fna",99.15,4.27
"3300051238_75.fna",85.28,0.38
"3300051238_57.fna",94.02,2.14
"3300051238_196.fna",97.97,2.7
"3300051238_70.fna",71.01,3.06
"3300051238_99.fna",81.85,0.82
"3300051238_172.fna",98.31,4.39
"3300051238_180.fna",92.17,1.44
"3300051238_170.fna",79.66,0
"3300051238_159.fna",85.3,2.72
"3300051238_17.fna",88.36,9.31
"3300051238_82.fna",74.31,3.3
"3300051238_87.fna",97.44,6.84
"3300051238_151.fna",99.56,1.03
"3300051238_74.fna",80.15,1.54
"3300051238_175.fna",95.18,1.75
"3300051238_73.fna",74.54,0.33
"3300051238_72.fna",99.32,3.38
"3300051238_153.fna",73.94,3.41
"3300051238_150.fna",88.08,5.13
"3300051238_155.fna",95.66,1.71
"3300051239_35.fna",96.74,1.27
"3300051456_4.fna",97.54,2.52
"3300051460_3.fna",74.29,0.43
"3300051464_6.fna",72.46,0
"3300051469_12.fna",71.53,1.71
"3300051470_4.fna",74.36,2.35
"3300051519_14.fna",74.52,3.74
"3300051519_11.fna",83.37,5.18
"3300051520_19.fna",93.72,3.45
"3300051520_5.fna",79.27,0.64
"3300051520_8.fna",85.49,3.88
"3300051520_24.fna",82.49,1.26
"3300051520_18.fna",82.43,4.86
"3300051520_21.fna",77.28,3.42
"3300051521_19.fna",86.32,4.27
"3300051521_18.fna",98.15,2.04
"3300051521_75.fna",83.97,1.99
"3300051521_62.fna",91.31,7.74
"3300051521_31.fna",92.44,2.88
"3300051521_49.fna",87.07,0.78
"3300051521_68.fna",73.69,2.3
"3300051521_25.fna",97.69,0.93
"3300051523_14.fna",86.43,1.7
"3300051523_7.fna",95.15,0.97
"3300051524_6.fna",93.4,2.14
"3300051525_1.fna",95.09,2.75
"3300051525_2.fna",98.36,0
"3300051525_18.fna",97.5,1.76
"3300051525_8.fna",95.51,1.71
"3300051525_4.fna",97.13,0.78
"3300051525_15.fna",97.46,0.82
"3300051658_8.fna",79.48,0.93
"3300051659_9.fna",92.41,2.27
"3300051659_8.fna",83.23,2.31
"3300051663_4.fna",88.53,9
"3300051663_7.fna",77.62,5.65
"3300051664_9.fna",87.47,3.42
"3300051664_13.fna",94.87,2.56
"3300051665_3.fna",80.99,3.63
"3300051667_7.fna",75.86,0.42
"3300051667_9.fna",79.88,3.64
"3300051668_13.fna",85.9,5.48
"3300051668_5.fna",76.37,1.61
"3300051668_20.fna",93.33,0.46
"3300051669_9.fna",94.02,4.37
"3300051670_11.fna",86.57,0
"3300051670_2.fna",82.8,1.71
"3300051670_5.fna",83.48,1.04
"3300051671_15.fna",87.56,0.93
"3300051671_16.fna",75.42,2.75
"3300051672_6.fna",88.89,4.27
"3300051672_4.fna",84.83,0
"3300051847_3.fna",73.75,1.92
"3300051855_1.fna",84.69,3.42
"3300051855_31.fna",73.11,1.35
"3300051855_13.fna",77.02,4.6
"3300051855_32.fna",80.95,9.69
"3300051855_17.fna",97.97,5.41
"3300051855_7.fna",96.06,4.85
"3300051855_29.fna",85.25,1.42
"3300051855_3.fna",73.5,0.85
"3300051855_25.fna",71.46,3.39
"3300051855_11.fna",84.2,2.14
"3300051855_12.fna",86.88,1.01
"3300051855_26.fna",87.13,7.84
"3300052273_1.fna",76.76,5.56
"3300052274_4.fna",99.51,0.25
"3300052303_12.fna",89.66,1.09
"3300052303_13.fna",98.29,1.99
"3300052303_15.fna",87.78,1.39
"3300052303_9.fna",97.44,0.85
"3300052304_85.fna",74.59,4.17
"3300052304_76.fna",74.85,7.01
"3300052304_26.fna",87.32,0.57
"3300052304_2.fna",72.41,3.45
"3300052304_12.fna",95.32,2.31
"3300052304_54.fna",75.91,0.86
"3300052304_18.fna",78.62,4.39
"3300052304_16.fna",77.56,2.01
"3300052304_60.fna",80.39,0.81
"3300052304_57.fna",98.77,0
"3300052304_40.fna",88.68,0.68
"3300052304_13.fna",95.71,6.37
"3300052304_59.fna",91.13,0.87
"3300052304_95.fna",87.93,7.23
"3300052304_97.fna",72.99,8.55
"3300052304_87.fna",89.22,7.76
"3300052304_29.fna",79.78,9.82
"3300052304_93.fna",77.78,3.85
"3300052317_4.fna",98.28,1.72
"3300052317_22.fna",80,8.65
"3300052317_14.fna",73.39,0.54
"3300052318_13.fna",93.33,0.86
"3300052318_3.fna",91.89,2.03
"3300052319_16.fna",82.18,4
"3300052319_9.fna",96.55,0.86
"3300052321_11.fna",96.17,1.71
"3300052321_8.fna",77.53,1.75
"3300052321_5.fna",93.66,0.85
"3300052321_7.fna",92.45,5.27
"3300052652_15.fna",95.23,2.71
"3300052652_4.fna",86.47,0.79
"3300052652_12.fna",96.58,1.71
"3300052652_21.fna",92.02,6.3
"3300052652_22.fna",81.02,1.94
"3300052792_2.fna",87.69,2.7
"3300052792_1.fna",76.59,4.67
"3300052793_2.fna",87.61,1.96
"3300052793_4.fna",79.17,6.57
"3300052794_3.fna",84.08,2.79
"3300052797_5.fna",72.2,1.88
"3300052797_2.fna",81.86,4.75
"3300052798_6.fna",89.21,3.05
"3300052799_3.fna",70.09,8.91
"3300052800_5.fna",93.7,3.9
"3300052802_3.fna",88.35,3.89
"3300052894_8.fna",95.55,4.99
"3300052894_10.fna",84.84,2.17
"3300052894_11.fna",86.32,4.97
"3300052894_12.fna",97.44,2.56
"3300052896_7.fna",82.29,3.38
"3300052896_2.fna",96.67,0.95
"3300052901_10.fna",89.05,4.48
"3300052901_7.fna",89.81,2.29
"3300052901_3.fna",90.81,2.63
"3300052901_8.fna",95.01,2.04
"3300052901_4.fna",79.99,1.13
"3300052901_6.fna",84.68,2.94
"3300052902_3.fna",96.98,1.72
"3300052902_2.fna",87.25,1.28
"3300052903_5.fna",75.93,2.07
"3300052903_2.fna",97.41,8.46
"3300052903_1.fna",96.53,4.27
"3300052904_1.fna",95.51,1.85
"3300052905_8.fna",86.47,0
"3300052905_11.fna",84.73,3.15
"3300052907_10.fna",96.53,5.47
"3300052907_9.fna",78.02,0.43
"3300052907_12.fna",94.73,3.09
"3300052908_6.fna",82.74,3.37
"3300052908_3.fna",96.55,0
"3300052918_36.fna",95.83,1.85
"3300052918_37.fna",89.66,1.15
"3300052918_35.fna",96.76,1.85
"3300052918_32.fna",80.45,2.73
"3300052918_29.fna",95.13,0.65
"3300052918_46.fna",97.27,2.45
"3300052918_51.fna",96.63,3.37
"3300052918_64.fna",96.7,0
"3300052918_21.fna",96.47,7.86
"3300052918_40.fna",96.9,0
"3300052918_41.fna",87.63,1.2
"3300052918_39.fna",93.11,3.42
"3300052918_14.fna",96.77,3.01
"3300052918_26.fna",98.86,1.14
"3300052918_16.fna",96.7,1.1
"3300052918_18.fna",79.51,0.93
"3300052918_60.fna",99.52,1.9
"3300052918_59.fna",83.53,0.54
"3300052918_61.fna",94.79,3.28
"3300052918_17.fna",94.55,1.82
"3300052918_27.fna",97.98,0.85
"3300052918_6.fna",92.74,1.98
"3300052918_58.fna",99.12,0.88
"3300052918_7.fna",96.13,1.02
"3300052924_3.fna",72.21,5.69
"3300052924_8.fna",81.48,2.2
"3300052931_2.fna",98.29,5.13
"3300052932_6.fna",91.91,4.61
"3300052932_5.fna",81.73,3.39
"3300052933_5.fna",96.26,6.03
"3300052934_5.fna",76.55,1.28
"3300052934_9.fna",93.59,2.08
"3300052935_20.fna",97,4.65
"3300052935_31.fna",70.69,1.72
"3300052935_9.fna",97.94,1.67
"3300052936_27.fna",90.27,6.9
"3300052936_2.fna",95.69,1.21
"3300052936_7.fna",94.69,9.81
"3300052936_28.fna",98.19,2
"3300052993_4.fna",98.28,1.72
"3300052993_13.fna",81.71,3.91
"3300052994_2.fna",89.18,4.82
"3300052994_1.fna",76.71,2.08
"3300052995_12.fna",85.85,3.51
"3300052995_6.fna",71.56,0.68
"3300052995_33.fna",75.75,2.25
"3300052995_34.fna",80.42,3.56
"3300052996_14.fna",95.3,0.85
"3300052997_5.fna",74.14,1.27
"3300052998_10.fna",96.98,0
"3300052998_16.fna",81.03,6.11
"3300052998_13.fna",92.82,1.29
"3300052998_23.fna",93.97,2.59
"3300052998_19.fna",94.83,7.21
"3300052998_7.fna",78.19,0
"3300053032_20.fna",86.43,1.1
"3300053032_7.fna",79.9,3.73
"3300053036_22.fna",99.13,1.04
"3300053036_10.fna",99.59,0.38
"3300053036_34.fna",99.39,1.74
"3300053036_30.fna",99.77,0.93
"3300053036_17.fna",99.66,0.16
"3300053036_24.fna",99.11,0.7
"3300053036_12.fna",99.51,0.49
"3300053036_25.fna",100,0
"3300053036_7.fna",82.59,0.39
"3300053036_35.fna",99.51,0.49
"3300053036_8.fna",99.51,0.03
"3300053036_16.fna",84.31,0.32
"3300053036_11.fna",99.01,0
"3300053036_29.fna",98.21,0.16
"3300053036_15.fna",71.93,0
"3300053036_13.fna",99.01,0.49
"3300053036_27.fna",99.64,0.45
"3300053036_28.fna",99.39,0.14
"3300053037_18.fna",100,0.16
"3300053037_3.fna",100,0.43
"3300053037_12.fna",100,0.79
"3300053037_11.fna",99.98,0.5
"3300053037_22.fna",99.25,0.41
"3300053037_9.fna",99.7,0.33
"3300053037_5.fna",99.01,0.49
"3300053037_17.fna",98.03,0.49
"3300053037_19.fna",99.89,0
"3300053037_23.fna",99.37,0
"3300053037_7.fna",99.06,0.78
"3300053037_14.fna",100,0.47
"3300053037_20.fna",99.77,0.93
"3300053037_6.fna",99.68,0
"3300053037_4.fna",100,0.65
"3300053037_15.fna",99.84,0.49
"3300053061_6.fna",83.91,2.59
"3300053061_30.fna",78.98,2.75
"3300053061_4.fna",75.22,3.08
"3300053062_25.fna",75.2,1.71
"3300053062_12.fna",72.38,3.11
"3300053062_10.fna",73.3,3.02
"3300053062_3.fna",95.83,0.93
"3300053063_27.fna",79.17,2.93
"3300053063_16.fna",75.35,5.81
"3300053063_28.fna",100,3.42
"3300053063_12.fna",80.27,3.08
"3300053070_30.fna",73.99,1.1
"3300053070_36.fna",74.35,5.51
"3300053070_25.fna",96.12,0.57
"3300053070_15.fna",99.15,1.71
"3300053070_8.fna",90.52,0.86
"3300053070_18.fna",72.98,7.65
"3300053070_35.fna",95.6,1.1
"3300053075_8.fna",92.05,0.86
"3300053075_7.fna",96.55,0.86
"3300053076_9.fna",71.02,7.45
"3300053076_7.fna",79.97,3.67
"3300053076_18.fna",83.19,0.86
"3300053227_7.fna",89.46,1.03
"3300053229_62.fna",72.76,1.72
"3300053229_35.fna",73.27,0
"3300053229_56.fna",71.93,0
"3300053229_70.fna",70.2,3.7
"3300053229_63.fna",90.53,7.43
"3300053229_11.fna",72.55,2.25
"3300053229_34.fna",83.72,5.08
"3300053239_2.fna",89.28,3.59
"3300053644_52.fna",75.07,2.77
"3300053644_35.fna",87.16,2.96
"3300053644_32.fna",99.28,1.72
"3300053644_17.fna",71.98,2.7
"3300053644_25.fna",100,3.59
"3300053671_79.fna",71.55,0
"3300053671_73.fna",97.44,1.28
"3300053671_91.fna",75.84,2.78
"3300053671_66.fna",83.04,3.05
"3300053671_34.fna",77.47,2.74
"3300053671_100.fna",87.64,2.59
"3300053671_63.fna",79.78,1.45
"3300053671_88.fna",79.18,5.42
"3300053671_82.fna",74.54,0.72
"3300053685_12.fna",74.26,6.42
"3300053685_34.fna",76.5,2.43
"3300053685_16.fna",97.22,0
"3300053707_12.fna",83.28,0.19
"3300053707_9.fna",100,1.34
"3300053707_5.fna",100,0
"3300053707_24.fna",96.68,2.27
"3300053707_8.fna",100,1.96
"3300053707_11.fna",99.48,0.37
"3300053707_20.fna",99.01,0
"3300053707_17.fna",100,0.43
"3300053707_15.fna",100,0.16
"3300053707_6.fna",99.78,0.87
"3300053707_2.fna",90.06,0
"3300053707_13.fna",100,0.43
"3300053707_16.fna",99.77,0.93
"3300053707_14.fna",99.01,0.03
"3300053709_12.fna",99.01,0.49
"3300053709_13.fna",100,0
"3300053709_19.fna",98.85,0
"3300053709_15.fna",98.03,0.49
"3300053709_20.fna",99.31,1.98
"3300053709_11.fna",99.77,0.93
"3300053709_1.fna",100,0.43
"3300053709_29.fna",93.58,0
"3300053709_9.fna",99.64,0.45
"3300053709_18.fna",99.3,4.37
"3300053709_26.fna",99.98,0.5
"3300053709_8.fna",100,0.43
"3300053709_32.fna",99.68,0
"3300053709_2.fna",99.59,0.38
"3300053709_22.fna",99.7,0.67
"3300053709_28.fna",100,1.34
"3300053709_41.fna",97.53,3.55
"3300053709_31.fna",100,0.47
"3300053709_3.fna",99.51,0.03
"3300053709_23.fna",98.86,3.41
"3300053709_7.fna",100,0.65
"3300053709_34.fna",99.8,0.16
"3300053709_35.fna",99.25,0.41
"3300053709_16.fna",99.06,0.78
"3300053709_40.fna",85.25,1.6
"3300053709_33.fna",99.01,0
"3300053709_36.fna",96.24,0.41
"3300053709_4.fna",97.73,0
"3300053709_6.fna",100,0.43
"3300053709_37.fna",90.2,0.96
"3300053709_30.fna",100,0.22
"3300053710_14.fna",98.27,0
"3300053710_12.fna",99.68,0
"3300053710_38.fna",98.76,0.5
"3300053710_37.fna",100,0.35
"3300053710_26.fna",99.86,5.9
"3300053710_30.fna",100,0.65
"3300053710_29.fna",94.32,1.14
"3300053710_27.fna",99,1.99
"3300053710_11.fna",100,0
"3300053710_32.fna",99.51,0.49
"3300053710_31.fna",99.51,0.03
"3300053710_23.fna",75.86,1.72
"3300053710_35.fna",96.89,1.09
"3300053710_34.fna",99.54,0
"3300053710_25.fna",100,0.43
"3300053710_22.fna",98.21,0.32
"3300053710_4.fna",77.83,1.28
"3300053710_19.fna",99.7,0.33
"3300053710_33.fna",99.01,0
"3300053710_17.fna",100,0.47
"3300053710_10.fna",93.15,0.3
"3300053710_43.fna",98.51,0.9
"3300053710_42.fna",97,0.78
"3300053710_24.fna",99.05,1.59
"3300053710_21.fna",86.76,3.07
"3300053710_39.fna",88.89,4.13
"3300053710_20.fna",88.94,1.05
"3300053710_8.fna",97.78,0.49
"3300053710_9.fna",99.78,1.74
"3300053710_18.fna",99.01,0.49
"3300053711_18.fna",99.7,0.33
"3300053711_15.fna",100,0.79
"3300053711_7.fna",99.89,0
"3300053711_17.fna",99.88,0.17
"3300053711_16.fna",100,1.34
"3300053711_12.fna",99.77,0.47
"3300053711_8.fna",99.57,0.43
"3300053711_9.fna",99.51,0.03
"3300053711_3.fna",98.38,0.41
"3300053711_5.fna",95.3,0.78
"3300053711_10.fna",100,0.43
"3300053711_26.fna",100,0.65
"3300053711_25.fna",100,0.9
"3300053711_22.fna",100,0.47
"3300053711_11.fna",100,0.65
"3300053711_23.fna",98.03,0.49
"3300053711_21.fna",99.61,0.19
"3300053711_20.fna",100,0.07
"3300053711_19.fna",98.07,3.55
"3300053717_8.fna",100,0.59
"3300053717_20.fna",99.51,0.03
"3300053717_2.fna",93.26,0
"3300053717_16.fna",100,0
"3300053717_6.fna",96.2,0
"3300053717_18.fna",99.64,1.26
"3300053717_15.fna",92.32,0.93
"3300053717_9.fna",99.24,0.61
"3300053717_5.fna",100,0.71
"3300053717_13.fna",99.68,0
"3300053717_19.fna",100,0.9
"3300053717_23.fna",99.04,0.3
"3300053717_7.fna",100,0.07
"3300053717_4.fna",99.57,0.43
"3300053717_11.fna",99.31,1.88
"3300053717_14.fna",99.56,0.22
"3300053717_17.fna",99.71,0.71
"3300054113_5.fna",98.29,5.13
"3300054113_4.fna",80.6,5.3
"3300054115_7.fna",75.16,2.99
"3300054704_53.fna",77.5,4.36
"3300054704_119.fna",94.94,0.65
"3300054704_124.fna",95.71,0
"3300054704_97.fna",83.59,1.93
"3300054704_86.fna",99.46,2.04
"3300054704_129.fna",74.15,6.38
"3300054704_58.fna",90.2,1.83
"3300054704_123.fna",90.29,0.97
"3300054704_67.fna",97.83,1.74
"3300054704_55.fna",76.6,0
"3300054704_44.fna",94.26,0.63
"3300054704_21.fna",95.83,0.93
"3300054704_118.fna",97.63,1.42
"3300054704_116.fna",97.44,4.27
"3300054704_96.fna",98.65,3.04
"3300054704_66.fna",97.47,1.26
"3300054704_84.fna",72.6,0.53
"3300054704_133.fna",96.17,2.19
"3300054704_63.fna",85.44,0
"3300054704_68.fna",96.3,2.78
"3300054704_54.fna",84.28,1.85
"3300054704_65.fna",86.49,3.53
"3300054704_11.fna",98.02,1.98
"3300054704_38.fna",91.67,6.15
"3300054704_52.fna",97.73,0
"3300054704_111.fna",98.72,0.85
"3300054704_114.fna",74.85,0
"3300054704_51.fna",97.73,1.74
"3300054704_17.fna",98.06,2.45
"3300054704_41.fna",74.53,0
"3300054704_156.fna",76.23,0.93
"3300054704_138.fna",90,0
"3300054704_59.fna",88.04,2.2
"3300054704_151.fna",98.29,3.42
"3300054704_136.fna",90.11,3.3
"3300054704_73.fna",95.91,1.13
"3300054704_64.fna",94.55,0
"3300054704_62.fna",91.43,1.7
"3300054704_14.fna",95.39,1.09
"3300054704_42.fna",90.91,4.55
"3300054704_70.fna",97.8,3.3
"3300054704_77.fna",92.24,0.99
"3300054704_5.fna",90.76,0.99
"3300054704_90.fna",85.9,1.45
"3300054704_72.fna",98.41,3.06
"3300054704_93.fna",96.51,4.65
"3300054704_154.fna",71.99,1.23
"3300054704_75.fna",81.87,0.24
"3300054704_50.fna",95.32,0.85
"3300054704_60.fna",98.85,0.1
"3300054704_102.fna",97.8,2.2
"3300054704_37.fna",75.73,0.97
"3300054704_92.fna",98.28,8.79
"3300054704_7.fna",87.53,0.34
"3300054704_61.fna",81.53,1.37
"3300054704_148.fna",96.23,0.94
"3300054704_49.fna",98.46,1.58
"3300054704_32.fna",90.91,1.82
"3300054704_26.fna",93.99,2.92
"3300054704_9.fna",98.29,2.56
"3300054704_94.fna",82.73,5.24
"3300054704_153.fna",90.17,4.38
"3300054704_139.fna",76.77,1.42
"3300054704_95.fna",93.07,2.14
"3300054704_87.fna",80.8,0
"3300054704_28.fna",77.07,0
"3300054704_88.fna",87.16,3.23
"3300054704_150.fna",96.95,1.22
"3300054704_69.fna",93.21,0.93
"3300054704_152.fna",93.94,2.73
